股票代码,股票简称
86004,VKEREHK N2405-R
86005,GUOREN N2306-R
86007,CDB N2406-R
86008,ZHROPPT N2206-R
86009,GLP HLD N2407-R
86010,BOCHK N2307-R
86011,HKMC N2208-R
86012,HKMC N2209-R
86015,BOCL N2309-R
86016,SZ GOVT B2310-R
86018,SZ GOVT B2410-R
86019,SZ GOVT B2610-R
86021,HKGB GR 2411-R
86022,HKGB GR 2611-R
86023,BOCOM N2412-R
86604,国债二二零六-R
86605,国债二七零六-R
86610,国债二三零六-R
86611,国债二八零六-R
86612,国债四三零六-R
86619,国债二四零五-R
86620,国债二九零五-R
86621,国债三四零五-R
86624,国债二四十一-R
86628,国债二二零五-R
86629,国债二五零五-R
86630,国债三零零五-R
86631,国债四五零五-R
86634,国债二五十一-R
86635,国债三五十一-R
86639,国债二三零七-R
86640,国债二六零七-R
86641,国债三六零七-R
86643,国债二一十二-R
86644,国债二六十二-R
86645,国债三一十二-R
86646,国债四六十二-R
86649,国债二二零六BR
86651,国债二二十二-R
86652,国债二七十二-R
86654,国债二三零七BR
86656,国债二四零六-R
86657,国债二二零七-R
86658,国债二五零七-R
86659,国债二三零九-R
86660,国债二六零九-R
87001,汇贤产业信托
